geneID,gene_name,gene_type
ENSMMUG00000044950,ENSMMUG00000044950,protein_coding
ENSMMUG00000061935,ENSMMUG00000061935,lncRNA
ENSMMUG00000049439,mml-mir-7163,miRNA
ENSMMUG00000040870,ENSMMUG00000040870,protein_coding
ENSMMUG00000000512,CORO1C,protein_coding
ENSMMUG00000014168,PRMT8,protein_coding
ENSMMUG00000016990,ZNF384,protein_coding
ENSMMUG00000021928,CLIP1,protein_coding
ENSMMUG00000063810,ENSMMUG00000063810,lncRNA
ENSMMUG00000023583,CRACR2A,protein_coding
ENSMMUG00000004093,NEDD1,protein_coding
ENSMMUG00000053956,Y_RNA,Y_RNA
ENSMMUG00000001354,ENSMMUG00000001354,protein_coding
ENSMMUG00000055512,ENSMMUG00000055512,lncRNA
ENSMMUG00000033964,ENSMMUG00000033964,miRNA
ENSMMUG00000040330,ENSMMUG00000040330,lncRNA
ENSMMUG00000026942,mml-mir-135a-2,miRNA
ENSMMUG00000056689,Metazoa_SRP,misc_RNA
ENSMMUG00000063079,ENSMMUG00000063079,protein_coding
ENSMMUG00000051436,ENSMMUG00000051436,lncRNA
ENSMMUG00000050979,PIANP,protein_coding
ENSMMUG00000025557,U4,snRNA
ENSMMUG00000018273,PARP11,protein_coding
ENSMMUG00000036682,U7,snRNA
ENSMMUG00000023719,TMPO,protein_coding
ENSMMUG00000036612,U6,snRNA
ENSMMUG00000025494,Y_RNA,Y_RNA
ENSMMUG00000063413,ENSMMUG00000063413,pseudogene
ENSMMUG00000009583,COPS7A,protein_coding
ENSMMUG00000015107,SSH1,protein_coding
ENSMMUG00000034327,U6,snRNA
ENSMMUG00000057580,ENSMMUG00000057580,lncRNA
ENSMMUG00000054900,ENSMMUG00000054900,lncRNA
ENSMMUG00000060749,Metazoa_SRP,misc_RNA
ENSMMUG00000056631,ENSMMUG00000056631,lncRNA
ENSMMUG00000008546,TIGAR,protein_coding
ENSMMUG00000012206,MLF2,protein_coding
ENSMMUG00000061774,TAS2R10,protein_coding
ENSMMUG00000023036,SLC25A3,protein_coding
ENSMMUG00000053171,Metazoa_SRP,misc_RNA
ENSMMUG00000064833,FGF23,protein_coding
ENSMMUG00000054987,ENSMMUG00000054987,protein_coding
ENSMMUG00000044404,Metazoa_SRP,misc_RNA
ENSMMUG00000050151,ENSMMUG00000050151,protein_coding
ENSMMUG00000051291,Metazoa_SRP,misc_RNA
ENSMMUG00000059529,ENSMMUG00000059529,protein_coding
ENSMMUG00000033222,ENSMMUG00000033222,snoRNA
ENSMMUG00000039070,ENSMMUG00000039070,protein_coding
ENSMMUG00000057689,ENSMMUG00000057689,lncRNA
ENSMMUG00000013643,ZCCHC8,protein_coding
ENSMMUG00000053967,FGF6,protein_coding
ENSMMUG00000051674,IKBIP,protein_coding
ENSMMUG00000056979,LAG3,protein_coding
ENSMMUG00000052270,ENSMMUG00000052270,protein_coding
ENSMMUG00000015188,C11H12orf4,protein_coding
ENSMMUG00000040603,Metazoa_SRP,misc_RNA
ENSMMUG00000053527,ENSMMUG00000053527,protein_coding
ENSMMUG00000058287,ENSMMUG00000058287,protein_coding
ENSMMUG00000022404,APAF1,protein_coding
ENSMMUG00000013202,CD4,protein_coding
ENSMMUG00000004412,RSRC2,protein_coding
ENSMMUG00000015189,RAD51AP1,protein_coding
ENSMMUG00000006893,DAO,protein_coding
ENSMMUG00000017901,ENSMMUG00000017901,processed_pseudogene
ENSMMUG00000057428,BRI3BP,protein_coding
ENSMMUG00000011117,AACS,protein_coding
ENSMMUG00000049147,GPR162,protein_coding
ENSMMUG00000020811,DYRK4,protein_coding
ENSMMUG00000015108,SVOP,protein_coding
ENSMMUG00000005189,P3H3,protein_coding
ENSMMUG00000007556,KNTC1,protein_coding
ENSMMUG00000005629,PIWIL1,protein_coding
ENSMMUG00000022406,ANKS1B,protein_coding
ENSMMUG00000054325,TAS2R9,protein_coding
ENSMMUG00000005190,GNB3,protein_coding
ENSMMUG00000020812,AKAP3,protein_coding
ENSMMUG00000054968,DUSP6,protein_coding
ENSMMUG00000020804,TMEM132B,protein_coding
ENSMMUG00000020813,NDUFA9,protein_coding
ENSMMUG00000005191,CDCA3,protein_coding
ENSMMUG00000063190,ENSMMUG00000063190,lncRNA
ENSMMUG00000005192,USP5,protein_coding
ENSMMUG00000056438,ENSMMUG00000056438,lncRNA
ENSMMUG00000017738,PRR13,protein_coding
ENSMMUG00000060158,ENSMMUG00000060158,protein_coding
ENSMMUG00000009048,RIMBP2,protein_coding
ENSMMUG00000064569,ENSMMUG00000064569,lncRNA
ENSMMUG00000060494,ENSMMUG00000060494,lncRNA
ENSMMUG00000063619,ENSMMUG00000063619,lncRNA
ENSMMUG00000058840,ENSMMUG00000058840,lncRNA
ENSMMUG00000056364,ENSMMUG00000056364,lncRNA
ENSMMUG00000065233,ENSMMUG00000065233,lncRNA
ENSMMUG00000052852,TPI1,protein_coding
ENSMMUG00000035002,U4,snRNA
ENSMMUG00000059391,Metazoa_SRP,misc_RNA
ENSMMUG00000056212,Metazoa_SRP,misc_RNA
ENSMMUG00000058477,ENSMMUG00000058477,lncRNA
ENSMMUG00000058681,Metazoa_SRP,misc_RNA
ENSMMUG00000006608,ENSMMUG00000006608,protein_coding
ENSMMUG00000058211,ENSMMUG00000058211,lncRNA
ENSMMUG00000062511,ENSMMUG00000062511,protein_coding
ENSMMUG00000063762,Y_RNA,Y_RNA
ENSMMUG00000063966,KCNA6,protein_coding
ENSMMUG00000054350,ENSMMUG00000054350,protein_coding
ENSMMUG00000053122,ENSMMUG00000053122,lncRNA
ENSMMUG00000002178,FAM71C,protein_coding
ENSMMUG00000044556,SPSB2,protein_coding
ENSMMUG00000061704,ENSMMUG00000061704,protein_coding
ENSMMUG00000053174,KCNA1,protein_coding
ENSMMUG00000058638,ENSMMUG00000058638,protein_coding
ENSMMUG00000056148,ENSMMUG00000056148,lncRNA
ENSMMUG00000053835,ENSMMUG00000053835,lncRNA
ENSMMUG00000055681,TAS2R8,protein_coding
ENSMMUG00000058734,ENSMMUG00000058734,lncRNA
ENSMMUG00000055103,TAS2R7,protein_coding
ENSMMUG00000056729,U6,snRNA
ENSMMUG00000062131,ENSMMUG00000062131,lncRNA
ENSMMUG00000001781,LRRC23,protein_coding
ENSMMUG00000049734,ENSMMUG00000049734,lncRNA
ENSMMUG00000060837,ENSMMUG00000060837,lncRNA
ENSMMUG00000023601,UHRF1BP1L,protein_coding
ENSMMUG00000061555,ENSMMUG00000061555,lncRNA
ENSMMUG00000039553,USP30,protein_coding
ENSMMUG00000000031,TMEM132C,protein_coding
ENSMMUG00000009443,ENO2,protein_coding
ENSMMUG00000035550,U2,snRNA
ENSMMUG00000063847,ENSMMUG00000063847,protein_coding
ENSMMUG00000019939,ENSMMUG00000019939,protein_coding
ENSMMUG00000022887,KCNA5,protein_coding
ENSMMUG00000006613,MAP3K12,protein_coding
ENSMMUG00000061946,Metazoa_SRP,misc_RNA
ENSMMUG00000054216,HCAR1,protein_coding
ENSMMUG00000056181,ENSMMUG00000056181,protein_coding
ENSMMUG00000016243,AEBP2,protein_coding
ENSMMUG00000055252,DENR,protein_coding
ENSMMUG00000062689,ALKBH2,protein_coding
ENSMMUG00000014646,NTF3,protein_coding
ENSMMUG00000061858,Metazoa_SRP,misc_RNA
ENSMMUG00000056201,ENSMMUG00000056201,snoRNA
ENSMMUG00000026410,ENSMMUG00000026410,snoRNA
ENSMMUG00000063774,ENSMMUG00000063774,protein_coding
ENSMMUG00000048024,Metazoa_SRP,misc_RNA
ENSMMUG00000050145,Metazoa_SRP,misc_RNA
ENSMMUG00000059722,Metazoa_SRP,misc_RNA
ENSMMUG00000063016,Y_RNA,Y_RNA
ENSMMUG00000023603,ACTR6,protein_coding
ENSMMUG00000005767,SLC15A4,protein_coding
ENSMMUG00000006957,UNG,protein_coding
ENSMMUG00000017102,CCDC62,protein_coding
ENSMMUG00000020926,STX2,protein_coding
ENSMMUG00000010201,ATN1,protein_coding
ENSMMUG00000012564,GLT1D1,protein_coding
ENSMMUG00000054626,Y_RNA,Y_RNA
ENSMMUG00000022893,VWF,protein_coding
ENSMMUG00000023600,SCYL2,protein_coding
ENSMMUG00000063387,Metazoa_SRP,misc_RNA
ENSMMUG00000022698,ACACB,protein_coding
ENSMMUG00000015221,HIP1R,protein_coding
ENSMMUG00000036337,U7,snRNA
ENSMMUG00000022469,YBX3,protein_coding
ENSMMUG00000064031,C11H12orf57,protein_coding
ENSMMUG00000010203,PTPN6,protein_coding
ENSMMUG00000009159,PXN,protein_coding
ENSMMUG00000060789,ENSMMUG00000060789,protein_coding
ENSMMUG00000055508,U7,snRNA
ENSMMUG00000049761,U6,snRNA
ENSMMUG00000058674,ENSMMUG00000058674,snoRNA
ENSMMUG00000025094,U1,snRNA
ENSMMUG00000055338,RAN,protein_coding
ENSMMUG00000037276,U7,snRNA
ENSMMUG00000051412,ENSMMUG00000051412,protein_coding
ENSMMUG00000026934,ENSMMUG00000026934,miRNA
ENSMMUG00000018492,TARBP2,protein_coding
ENSMMUG00000026953,mml-mir-141,miRNA
ENSMMUG00000061810,ENSMMUG00000061810,lncRNA
ENSMMUG00000062438,U6,snRNA
ENSMMUG00000010205,PHB2,protein_coding
ENSMMUG00000008269,PDE3A,protein_coding
ENSMMUG00000034335,U6,snRNA
ENSMMUG00000039447,VPS37B,protein_coding
ENSMMUG00000017646,SLC17A8,protein_coding
ENSMMUG00000050232,Y_RNA,Y_RNA
ENSMMUG00000002041,ADGRD1,protein_coding
ENSMMUG00000005301,ABCB9,protein_coding
ENSMMUG00000015484,STYK1,protein_coding
ENSMMUG00000062439,ENSMMUG00000062439,protein_coding
ENSMMUG00000008271,SLCO1C1,protein_coding
ENSMMUG00000035606,ENSMMUG00000035606,snoRNA
ENSMMUG00000060438,ENSMMUG00000060438,snoRNA
ENSMMUG00000010207,EMG1,protein_coding
ENSMMUG00000053809,Metazoa_SRP,misc_RNA
ENSMMUG00000022313,ENSMMUG00000022313,protein_coding
ENSMMUG00000003571,NR1H4,protein_coding
ENSMMUG00000050462,Metazoa_SRP,misc_RNA
ENSMMUG00000019929,ENSMMUG00000019929,pseudogene
ENSMMUG00000010210,LPCAT3,protein_coding
ENSMMUG00000061961,ENSMMUG00000061961,lncRNA
ENSMMUG00000005082,MAGOHB,protein_coding
ENSMMUG00000053879,ENSMMUG00000053879,lncRNA
ENSMMUG00000020360,GAS2L3,protein_coding
ENSMMUG00000053308,ENSMMUG00000053308,protein_coding
ENSMMUG00000049453,U4,snRNA
ENSMMUG00000015926,OGFOD2,protein_coding
ENSMMUG00000058625,ENSMMUG00000058625,lncRNA
ENSMMUG00000046684,SIRT4,protein_coding
ENSMMUG00000015930,ARL6IP4,protein_coding
ENSMMUG00000012569,TMEM132D,protein_coding
ENSMMUG00000051842,U4,snRNA
ENSMMUG00000005081,ENSMMUG00000005081,protein_coding
ENSMMUG00000056892,U6,snRNA
ENSMMUG00000056804,ENSMMUG00000056804,protein_coding
ENSMMUG00000031528,PLA2G1B,protein_coding
ENSMMUG00000059540,ENSMMUG00000059540,lncRNA
ENSMMUG00000058377,ENSMMUG00000058377,lncRNA
ENSMMUG00000060203,Metazoa_SRP,misc_RNA
ENSMMUG00000053523,ENSMMUG00000053523,lncRNA
ENSMMUG00000020443,SLCO1B3,protein_coding
ENSMMUG00000063786,Metazoa_SRP,misc_RNA
ENSMMUG00000015931,PITPNM2,protein_coding
ENSMMUG00000012786,C1S,protein_coding
ENSMMUG00000031527,MSI1,protein_coding
ENSMMUG00000052182,ENSMMUG00000052182,lncRNA
ENSMMUG00000050862,ENSMMUG00000050862,protein_coding
ENSMMUG00000058757,ENSMMUG00000058757,lncRNA
ENSMMUG00000018718,ANO4,protein_coding
ENSMMUG00000011908,PAH,protein_coding
ENSMMUG00000020343,SFSWAP,protein_coding
ENSMMUG00000005747,ASCL1,protein_coding
ENSMMUG00000062405,ENSMMUG00000062405,lncRNA
ENSMMUG00000058541,ENSMMUG00000058541,lncRNA
ENSMMUG00000046226,C11H12orf42,protein_coding
ENSMMUG00000016241,ATP5MC2,protein_coding
ENSMMUG00000006470,C1R,protein_coding
ENSMMUG00000063609,ENSMMUG00000063609,protein_coding
ENSMMUG00000050265,TRIAP1,protein_coding
ENSMMUG00000009457,CALCOCO1,protein_coding
ENSMMUG00000046665,ENSMMUG00000046665,protein_coding
ENSMMUG00000016494,SRSF9,protein_coding
ENSMMUG00000060952,Metazoa_SRP,misc_RNA
ENSMMUG00000056118,Metazoa_SRP,misc_RNA
ENSMMUG00000020375,FOXN4,protein_coding
ENSMMUG00000006347,STAB2,protein_coding
ENSMMUG00000052631,ENSMMUG00000052631,lncRNA
ENSMMUG00000049873,ENSMMUG00000049873,lncRNA
ENSMMUG00000056965,ENSMMUG00000056965,lncRNA
ENSMMUG00000042728,MYO1H,protein_coding
ENSMMUG00000001194,DYNLL1,protein_coding
ENSMMUG00000050924,ENSMMUG00000050924,lncRNA
ENSMMUG00000063042,ENSMMUG00000063042,lncRNA
ENSMMUG00000031884,ENSMMUG00000031884,pseudogene
ENSMMUG00000061718,ENSMMUG00000061718,protein_coding
ENSMMUG00000020601,COQ5,protein_coding
ENSMMUG00000054600,HOXC13,protein_coding
ENSMMUG00000057330,Metazoa_SRP,misc_RNA
ENSMMUG00000004541,HOXC12,protein_coding
ENSMMUG00000000121,OTOGL,protein_coding
ENSMMUG00000000924,HOXC11,protein_coding
ENSMMUG00000019678,MPHOSPH9,protein_coding
ENSMMUG00000008897,C1RL,protein_coding
ENSMMUG00000000925,HOXC10,protein_coding
ENSMMUG00000026863,mml-mir-196a-2,miRNA
ENSMMUG00000063144,ENSMMUG00000063144,protein_coding
ENSMMUG00000061212,Metazoa_SRP,misc_RNA
ENSMMUG00000046646,Y_RNA,Y_RNA
ENSMMUG00000025464,U6,snRNA
ENSMMUG00000063741,ENSMMUG00000063741,protein_coding
ENSMMUG00000019649,KCTD10,protein_coding
ENSMMUG00000059276,RBP5,protein_coding
ENSMMUG00000046055,HOXC6,protein_coding
ENSMMUG00000062271,ENSMMUG00000062271,protein_coding
ENSMMUG00000053554,Metazoa_SRP,misc_RNA
ENSMMUG00000058623,Metazoa_SRP,misc_RNA
ENSMMUG00000028542,ENSMMUG00000028542,miRNA
ENSMMUG00000028264,U6,snRNA
ENSMMUG00000055610,HOXC4,protein_coding
ENSMMUG00000034367,U6,snRNA
ENSMMUG00000004223,RNF10,protein_coding
ENSMMUG00000010331,MMP17,protein_coding
ENSMMUG00000055661,ENSMMUG00000055661,snoRNA
ENSMMUG00000063885,Y_RNA,Y_RNA
ENSMMUG00000008899,CLSTN3,protein_coding
ENSMMUG00000054236,ENSMMUG00000054236,lncRNA
ENSMMUG00000055396,ENSMMUG00000055396,lncRNA
ENSMMUG00000050467,Metazoa_SRP,misc_RNA
ENSMMUG00000011642,SMUG1,protein_coding
ENSMMUG00000019650,UBE3B,protein_coding
ENSMMUG00000008584,SLCO1A2,protein_coding
ENSMMUG00000055437,ENSMMUG00000055437,lncRNA
ENSMMUG00000015773,ULK1,protein_coding
ENSMMUG00000050872,ENSMMUG00000050872,lncRNA
ENSMMUG00000049965,ENSMMUG00000049965,lncRNA
ENSMMUG00000064783,ENSMMUG00000064783,lncRNA
ENSMMUG00000004950,CBX5,protein_coding
ENSMMUG00000037711,PTPRQ,protein_coding
ENSMMUG00000044186,Metazoa_SRP,misc_RNA
ENSMMUG00000060209,MMAB,protein_coding
ENSMMUG00000065167,ENSMMUG00000065167,protein_coding
ENSMMUG00000012989,HNRNPA1,protein_coding
ENSMMUG00000015962,ARID2,protein_coding
ENSMMUG00000055254,ENSMMUG00000055254,protein_coding
ENSMMUG00000015134,SLC5A8,protein_coding
ENSMMUG00000039826,ENSMMUG00000039826,lncRNA
ENSMMUG00000012223,BCAT1,protein_coding
ENSMMUG00000063289,ENSMMUG00000063289,lncRNA
ENSMMUG00000064370,ENSMMUG00000064370,pseudogene
ENSMMUG00000061597,Metazoa_SRP,misc_RNA
ENSMMUG00000036493,U4,snRNA
ENSMMUG00000024233,U6,snRNA
ENSMMUG00000012992,NFE2,protein_coding
ENSMMUG00000054592,ENSMMUG00000054592,lncRNA
ENSMMUG00000047465,Metazoa_SRP,misc_RNA
ENSMMUG00000059942,Metazoa_SRP,misc_RNA
ENSMMUG00000011663,MVK,protein_coding
ENSMMUG00000061974,ENSMMUG00000061974,protein_coding
ENSMMUG00000004470,CD9,protein_coding
ENSMMUG00000004242,PEX5,protein_coding
ENSMMUG00000063627,U6,snRNA
ENSMMUG00000011667,MYF6,protein_coding
ENSMMUG00000005182,COPZ1,protein_coding
ENSMMUG00000051082,U6,snRNA
ENSMMUG00000011669,MYF5,protein_coding
ENSMMUG00000044054,Metazoa_SRP,misc_RNA
ENSMMUG00000060613,FAM222A,protein_coding
ENSMMUG00000051242,U6,snRNA
ENSMMUG00000011671,LIN7A,protein_coding
ENSMMUG00000026566,ENSMMUG00000026566,snoRNA
ENSMMUG00000012891,UTP20,protein_coding
ENSMMUG00000050622,ENSMMUG00000050622,lncRNA
ENSMMUG00000063337,ENSMMUG00000063337,lncRNA
ENSMMUG00000026107,Y_RNA,Y_RNA
ENSMMUG00000060307,ENSMMUG00000060307,lncRNA
ENSMMUG00000052134,ENSMMUG00000052134,lncRNA
ENSMMUG00000031495,C11H12orf65,protein_coding
ENSMMUG00000028665,mml-mir-618,miRNA
ENSMMUG00000060675,ENSMMUG00000060675,lncRNA
ENSMMUG00000003942,TRPV4,protein_coding
ENSMMUG00000000375,PLEKHG6,protein_coding
ENSMMUG00000018305,NKG2D,protein_coding
ENSMMUG00000062826,ENSMMUG00000062826,lncRNA
ENSMMUG00000027052,mml-mir-148b,miRNA
ENSMMUG00000000434,CDK2AP1,protein_coding
ENSMMUG00000031851,Metazoa_SRP,misc_RNA
ENSMMUG00000017463,ENSMMUG00000017463,protein_coding
ENSMMUG00000016671,GPR84,protein_coding
ENSMMUG00000032817,ENSMMUG00000032817,snoRNA
ENSMMUG00000013800,ACSS3,protein_coding
ENSMMUG00000037874,Metazoa_SRP,misc_RNA
ENSMMUG00000031463,PUS1,protein_coding
ENSMMUG00000016669,ZNF385A,protein_coding
ENSMMUG00000003574,POC1B,protein_coding
ENSMMUG00000000377,TNFRSF1A,protein_coding
ENSMMUG00000042124,ENSMMUG00000042124,processed_pseudogene
ENSMMUG00000011496,SBNO1,protein_coding
ENSMMUG00000022109,CD163L1,protein_coding
ENSMMUG00000023791,SCAF11,protein_coding
ENSMMUG00000064412,ENSMMUG00000064412,pseudogene
ENSMMUG00000052496,ENSMMUG00000052496,lncRNA
ENSMMUG00000051985,ENSMMUG00000051985,pseudogene
ENSMMUG00000053999,ENSMMUG00000053999,lncRNA
ENSMMUG00000023378,ATP2B1,protein_coding
ENSMMUG00000065144,ENSMMUG00000065144,protein_coding
ENSMMUG00000053143,WASHC1,protein_coding
ENSMMUG00000058267,GLTP,protein_coding
ENSMMUG00000015374,ENSMMUG00000015374,protein_coding
ENSMMUG00000032087,IAPP,protein_coding
ENSMMUG00000046323,ENSMMUG00000046323,protein_coding
ENSMMUG00000053373,ENSMMUG00000053373,lncRNA
ENSMMUG00000020212,SCNN1A,protein_coding
ENSMMUG00000057369,Metazoa_SRP,misc_RNA
ENSMMUG00000010854,PYROXD1,protein_coding
ENSMMUG00000022067,IQSEC3,protein_coding
ENSMMUG00000046260,Metazoa_SRP,misc_RNA
ENSMMUG00000058914,Metazoa_SRP,misc_RNA
ENSMMUG00000017729,EP400,protein_coding
ENSMMUG00000020213,LTBR,protein_coding
ENSMMUG00000003755,ITGA5,protein_coding
ENSMMUG00000031562,TCHP,protein_coding
ENSMMUG00000010857,RECQL,protein_coding
ENSMMUG00000022106,ACSM4,protein_coding
ENSMMUG00000013804,PPFIA2,protein_coding
ENSMMUG00000018298,KLRD1,protein_coding
ENSMMUG00000061029,ENSMMUG00000061029,protein_coding
ENSMMUG00000055294,ENSMMUG00000055294,protein_coding
ENSMMUG00000049342,POP5,protein_coding
ENSMMUG00000062495,ENSMMUG00000062495,protein_coding
ENSMMUG00000005150,CD163,protein_coding
ENSMMUG00000021005,TAS2R50,protein_coding
ENSMMUG00000055325,ENSMMUG00000055325,snoRNA
ENSMMUG00000003758,GTSF1,protein_coding
ENSMMUG00000031610,ARL1,protein_coding
ENSMMUG00000040133,GOLT1B,protein_coding
ENSMMUG00000055513,ENSMMUG00000055513,protein_coding
ENSMMUG00000010484,GIT2,protein_coding
ENSMMUG00000058536,ENSMMUG00000058536,lncRNA
ENSMMUG00000002536,CABP1,protein_coding
ENSMMUG00000050046,Metazoa_SRP,misc_RNA
ENSMMUG00000034453,U6,snRNA
ENSMMUG00000040566,U5,snRNA
ENSMMUG00000000108,NCKAP1L,protein_coding
ENSMMUG00000061260,ENSMMUG00000061260,protein_coding
ENSMMUG00000013514,KMT5A,protein_coding
ENSMMUG00000042352,SPX,protein_coding
ENSMMUG00000064953,NUDT4,protein_coding
ENSMMUG00000050085,Metazoa_SRP,misc_RNA
ENSMMUG00000051090,APOBEC1,protein_coding
ENSMMUG00000059828,Metazoa_SRP,misc_RNA
ENSMMUG00000031493,RILPL2,protein_coding
ENSMMUG00000020634,UBE2N,protein_coding
ENSMMUG00000023032,IFT81,protein_coding
ENSMMUG00000020875,MYBPC1,protein_coding
ENSMMUG00000060265,Metazoa_SRP,misc_RNA
ENSMMUG00000052679,GDF3,protein_coding
ENSMMUG00000016171,GYS2,protein_coding
ENSMMUG00000000183,MLEC,protein_coding
ENSMMUG00000060293,ENSMMUG00000060293,lncRNA
ENSMMUG00000054918,ENSMMUG00000054918,protein_coding
ENSMMUG00000058245,ENSMMUG00000058245,lncRNA
ENSMMUG00000056428,TAS2R20,protein_coding
ENSMMUG00000055071,Y_RNA,Y_RNA
ENSMMUG00000054484,ENSMMUG00000054484,protein_coding
ENSMMUG00000016805,MRPL42,protein_coding
ENSMMUG00000064919,ENSMMUG00000064919,protein_coding
ENSMMUG00000011999,SLC38A1,protein_coding
ENSMMUG00000002197,GABARAPL1,protein_coding
ENSMMUG00000008411,SNRNP35,protein_coding
ENSMMUG00000039118,CLEC4C,protein_coding
ENSMMUG00000065224,UNC119B,protein_coding
ENSMMUG00000064671,ENSMMUG00000064671,lncRNA
ENSMMUG00000038348,ENSMMUG00000038348,protein_coding
ENSMMUG00000054399,Metazoa_SRP,misc_RNA
ENSMMUG00000055909,Metazoa_SRP,misc_RNA
ENSMMUG00000032158,ENSMMUG00000032158,protein_coding
ENSMMUG00000015377,CFAP94,protein_coding
ENSMMUG00000008416,RILPL1,protein_coding
ENSMMUG00000061421,SLC6A12,protein_coding
ENSMMUG00000036818,U6,snRNA
ENSMMUG00000058987,TMEM52B,protein_coding
ENSMMUG00000064834,ENSMMUG00000064834,lncRNA
ENSMMUG00000001739,ATP2A2,protein_coding
ENSMMUG00000000147,ENSMMUG00000000147,protein_coding
ENSMMUG00000020648,ACADS,protein_coding
ENSMMUG00000054674,SOCS2,protein_coding
ENSMMUG00000000439,ENSMMUG00000000439,protein_coding
ENSMMUG00000044069,ENSMMUG00000044069,lncRNA
ENSMMUG00000055284,ENSMMUG00000055284,lncRNA
ENSMMUG00000002191,OLR1,protein_coding
ENSMMUG00000010912,CCER1,protein_coding
ENSMMUG00000011300,EPYC,protein_coding
ENSMMUG00000018814,DGKA,protein_coding
ENSMMUG00000011650,DYRK2,protein_coding
ENSMMUG00000002192,CLEC7A,protein_coding
ENSMMUG00000001457,ZNF605,protein_coding
ENSMMUG00000011292,DCTN2,protein_coding
ENSMMUG00000002679,LDHB,protein_coding
ENSMMUG00000050629,ENSMMUG00000050629,protein_coding
ENSMMUG00000056517,ENSMMUG00000056517,protein_coding
ENSMMUG00000047989,ENSMMUG00000047989,lncRNA
ENSMMUG00000055570,Y_RNA,Y_RNA
ENSMMUG00000059548,ENSMMUG00000059548,lncRNA
ENSMMUG00000038459,ENSMMUG00000038459,lncRNA
ENSMMUG00000063537,Metazoa_SRP,misc_RNA
ENSMMUG00000055742,ENSMMUG00000055742,protein_coding
ENSMMUG00000056408,IFNG,protein_coding
ENSMMUG00000050696,ENSMMUG00000050696,protein_coding
ENSMMUG00000054225,ENSMMUG00000054225,protein_coding
ENSMMUG00000051017,KERA,protein_coding
ENSMMUG00000042870,TAS2R46,protein_coding
ENSMMUG00000058854,Metazoa_SRP,misc_RNA
ENSMMUG00000057570,ENSMMUG00000057570,lncRNA
ENSMMUG00000049083,ENSMMUG00000049083,pseudogene
ENSMMUG00000023048,ENSMMUG00000023048,protein_coding
ENSMMUG00000020877,CHPT1,protein_coding
ENSMMUG00000053227,ENSMMUG00000053227,protein_coding
ENSMMUG00000000111,PDE1B,protein_coding
ENSMMUG00000065047,Metazoa_SRP,misc_RNA
ENSMMUG00000053021,ENSMMUG00000053021,protein_coding
ENSMMUG00000054552,TAS2R14,protein_coding
ENSMMUG00000016995,LUM,protein_coding
ENSMMUG00000058836,TMED2,protein_coding
ENSMMUG00000053578,ENSMMUG00000053578,protein_coding
ENSMMUG00000049431,TAS2R42,protein_coding
ENSMMUG00000005832,CLEC1A,protein_coding
ENSMMUG00000004367,IL26,protein_coding
ENSMMUG00000048811,ENSMMUG00000048811,pseudogene
ENSMMUG00000016997,DCN,protein_coding
ENSMMUG00000059674,ENSMMUG00000059674,pseudogene
ENSMMUG00000020650,SPPL3,protein_coding
ENSMMUG00000018724,IL22,protein_coding
ENSMMUG00000013178,DDX55,protein_coding
ENSMMUG00000042111,ETFRF1,protein_coding
ENSMMUG00000055308,ENSMMUG00000055308,protein_coding
ENSMMUG00000049303,ENSMMUG00000049303,lncRNA
ENSMMUG00000015381,KRAS,protein_coding
ENSMMUG00000055224,ENSMMUG00000055224,lncRNA
ENSMMUG00000026492,Y_RNA,Y_RNA
ENSMMUG00000018725,MDM1,protein_coding
ENSMMUG00000005833,CLEC9A,protein_coding
ENSMMUG00000063989,SYCP3,protein_coding
ENSMMUG00000064177,ENSMMUG00000064177,lncRNA
ENSMMUG00000064931,ENSMMUG00000064931,protein_coding
ENSMMUG00000041623,ENSMMUG00000041623,protein_coding
ENSMMUG00000063287,ENSMMUG00000063287,protein_coding
ENSMMUG00000058404,ENSMMUG00000058404,protein_coding
ENSMMUG00000013653,KDM5A,protein_coding
ENSMMUG00000036387,U7,snRNA
ENSMMUG00000059975,ENSMMUG00000059975,protein_coding
ENSMMUG00000012778,RPH3A,protein_coding
ENSMMUG00000050631,BTG1,protein_coding
ENSMMUG00000059357,Metazoa_SRP,misc_RNA
ENSMMUG00000064647,ATXN7L3B,protein_coding
ENSMMUG00000012562,GNPTAB,protein_coding
ENSMMUG00000007678,ANKRD13A,protein_coding
ENSMMUG00000055764,ENSMMUG00000055764,lncRNA
ENSMMUG00000013868,ZNF26,protein_coding
ENSMMUG00000035767,ENSMMUG00000035767,snRNA
ENSMMUG00000026727,ENSMMUG00000026727,snoRNA
ENSMMUG00000013867,ZNF84,protein_coding
ENSMMUG00000006435,HNF1A,protein_coding
