name,rank,id,species
Cellulomonadaceae,family,85016,Cellulomonas sp. PSBB021
Cellulomonas,genus,1707,Cellulomonas sp. PSBB021
unclassified Cellulomonas,no rank,2620175,Cellulomonas sp. PSBB021
Cellulomonas sp. PSBB021,species,2003551,Cellulomonas sp. PSBB021
cellular organisms,no rank,131567,Jonesia denitrificans
Bacteria,superkingdom,2,Jonesia denitrificans
Terrabacteria group,clade,1783272,Jonesia denitrificans
Actinomycetota,phylum,201174,Jonesia denitrificans
Actinomycetes,class,1760,Jonesia denitrificans
Micrococcales,order,85006,Jonesia denitrificans
Jonesiaceae,family,85022,Jonesia denitrificans
Jonesia,genus,43673,Jonesia denitrificans
Jonesia denitrificans,species,43674,Jonesia denitrificans
cellular organisms,no rank,131567,Sanguibacter keddieii
Bacteria,superkingdom,2,Sanguibacter keddieii
Terrabacteria group,clade,1783272,Sanguibacter keddieii
Actinomycetota,phylum,201174,Sanguibacter keddieii
Actinomycetes,class,1760,Sanguibacter keddieii
Micrococcales,order,85006,Sanguibacter keddieii
Sanguibacteraceae,family,145360,Sanguibacter keddieii
Sanguibacter,genus,60919,Sanguibacter keddieii
Sanguibacter keddieii,species,60920,Sanguibacter keddieii
cellular organisms,no rank,131567,Corynebacterium efficiens
Bacteria,superkingdom,2,Corynebacterium efficiens
Terrabacteria group,clade,1783272,Corynebacterium efficiens
Actinomycetota,phylum,201174,Corynebacterium efficiens
Actinomycetes,class,1760,Corynebacterium efficiens
Corynebacteriales,order,85007,Corynebacterium efficiens
Corynebacteriaceae,family,1653,Corynebacterium efficiens
Corynebacterium,genus,1716,Corynebacterium efficiens
Corynebacterium efficiens,species,152794,Corynebacterium efficiens
cellular organisms,no rank,131567,Corynebacterium aurimucosum
Bacteria,superkingdom,2,Corynebacterium aurimucosum
Terrabacteria group,clade,1783272,Corynebacterium aurimucosum
Actinomycetota,phylum,201174,Corynebacterium aurimucosum
Actinomycetes,class,1760,Corynebacterium aurimucosum
Corynebacteriales,order,85007,Corynebacterium aurimucosum
Corynebacteriaceae,family,1653,Corynebacterium aurimucosum
Corynebacterium,genus,1716,Corynebacterium aurimucosum
Corynebacterium aurimucosum,species,169292,Corynebacterium aurimucosum
cellular organisms,no rank,131567,Rhodococcus ruber
Bacteria,superkingdom,2,Rhodococcus ruber
Terrabacteria group,clade,1783272,Rhodococcus ruber
Actinomycetota,phylum,201174,Rhodococcus ruber
Actinomycetes,class,1760,Rhodococcus ruber
Corynebacteriales,order,85007,Rhodococcus ruber
Nocardiaceae,family,85025,Rhodococcus ruber
Rhodococcus,genus,1827,Rhodococcus ruber
Rhodococcus ruber,species,1830,Rhodococcus ruber
cellular organisms,no rank,131567,Rhodococcus sp. PBTS 1
Bacteria,superkingdom,2,Rhodococcus sp. PBTS 1
Terrabacteria group,clade,1783272,Rhodococcus sp. PBTS 1
Actinomycetota,phylum,201174,Rhodococcus sp. PBTS 1
Actinomycetes,class,1760,Rhodococcus sp. PBTS 1
Corynebacteriales,order,85007,Rhodococcus sp. PBTS 1
Nocardiaceae,family,85025,Rhodococcus sp. PBTS 1
Rhodococcus,genus,1827,Rhodococcus sp. PBTS 1
unclassified Rhodococcus,no rank,192944,Rhodococcus sp. PBTS 1
Rhodococcus sp. PBTS 1,species,1653478,Rhodococcus sp. PBTS 1
cellular organisms,no rank,131567,Dietzia psychralcaliphila
Bacteria,superkingdom,2,Dietzia psychralcaliphila
Terrabacteria group,clade,1783272,Dietzia psychralcaliphila
Actinomycetota,phylum,201174,Dietzia psychralcaliphila
Actinomycetes,class,1760,Dietzia psychralcaliphila
Corynebacteriales,order,85007,Dietzia psychralcaliphila
Dietziaceae,family,85029,Dietzia psychralcaliphila
Dietzia,genus,37914,Dietzia psychralcaliphila
Dietzia psychralcaliphila,species,139021,Dietzia psychralcaliphila
cellular organisms,no rank,131567,Dietzia sp. JS16-p6b
Bacteria,superkingdom,2,Dietzia sp. JS16-p6b
Terrabacteria group,clade,1783272,Dietzia sp. JS16-p6b
Actinomycetota,phylum,201174,Dietzia sp. JS16-p6b
Actinomycetes,class,1760,Dietzia sp. JS16-p6b
Corynebacteriales,order,85007,Dietzia sp. JS16-p6b
Dietziaceae,family,85029,Dietzia sp. JS16-p6b
Dietzia,genus,37914,Dietzia sp. JS16-p6b
unclassified Dietzia,no rank,2617939,Dietzia sp. JS16-p6b
Dietzia sp. JS16-p6b,species,2052657,Dietzia sp. JS16-p6b
cellular organisms,no rank,131567,Lawsonella clevelandensis
Bacteria,superkingdom,2,Lawsonella clevelandensis
Terrabacteria group,clade,1783272,Lawsonella clevelandensis
Actinomycetota,phylum,201174,Lawsonella clevelandensis
Actinomycetes,class,1760,Lawsonella clevelandensis
Corynebacteriales,order,85007,Lawsonella clevelandensis
Lawsonellaceae,family,2805586,Lawsonella clevelandensis
Lawsonella,genus,1847725,Lawsonella clevelandensis
Lawsonella clevelandensis,species,1528099,Lawsonella clevelandensis
cellular organisms,no rank,131567,Segniliparus rotundus
Bacteria,superkingdom,2,Segniliparus rotundus
Terrabacteria group,clade,1783272,Segniliparus rotundus
Actinomycetota,phylum,201174,Segniliparus rotundus
Actinomycetes,class,1760,Segniliparus rotundus
Corynebacteriales,order,85007,Segniliparus rotundus
Segniliparaceae,family,316606,Segniliparus rotundus
Segniliparus,genus,286801,Segniliparus rotundus
Segniliparus rotundus,species,286802,Segniliparus rotundus
cellular organisms,no rank,131567,Cutibacterium acnes
Bacteria,superkingdom,2,Cutibacterium acnes
Terrabacteria group,clade,1783272,Cutibacterium acnes
Actinomycetota,phylum,201174,Cutibacterium acnes
Actinomycetes,class,1760,Cutibacterium acnes
Propionibacteriales,order,85009,Cutibacterium acnes
Propionibacteriaceae,family,31957,Cutibacterium acnes
Cutibacterium,genus,1912216,Cutibacterium acnes
Cutibacterium acnes,species,1747,Cutibacterium acnes
cellular organisms,no rank,131567,Cutibacterium granulosum
Bacteria,superkingdom,2,Cutibacterium granulosum
Terrabacteria group,clade,1783272,Cutibacterium granulosum
Actinomycetota,phylum,201174,Cutibacterium granulosum
Actinomycetes,class,1760,Cutibacterium granulosum
Propionibacteriales,order,85009,Cutibacterium granulosum
Propionibacteriaceae,family,31957,Cutibacterium granulosum
Cutibacterium,genus,1912216,Cutibacterium granulosum
Cutibacterium granulosum,species,33011,Cutibacterium granulosum
cellular organisms,no rank,131567,Tessaracoccus aquimaris
Bacteria,superkingdom,2,Tessaracoccus aquimaris
Terrabacteria group,clade,1783272,Tessaracoccus aquimaris
Actinomycetota,phylum,201174,Tessaracoccus aquimaris
Actinomycetes,class,1760,Tessaracoccus aquimaris
Propionibacteriales,order,85009,Tessaracoccus aquimaris
Propionibacteriaceae,family,31957,Tessaracoccus aquimaris
Tessaracoccus,genus,72763,Tessaracoccus aquimaris
Tessaracoccus aquimaris,species,1332264,Tessaracoccus aquimaris
cellular organisms,no rank,131567,Tessaracoccus flavescens
Bacteria,superkingdom,2,Tessaracoccus flavescens
Terrabacteria group,clade,1783272,Tessaracoccus flavescens
Actinomycetota,phylum,201174,Tessaracoccus flavescens
Actinomycetes,class,1760,Tessaracoccus flavescens
Propionibacteriales,order,85009,Tessaracoccus flavescens
Propionibacteriaceae,family,31957,Tessaracoccus flavescens
Tessaracoccus,genus,72763,Tessaracoccus flavescens
Tessaracoccus flavescens,species,399497,Tessaracoccus flavescens
cellular organisms,no rank,131567,Microlunatus soli
Bacteria,superkingdom,2,Microlunatus soli
Terrabacteria group,clade,1783272,Microlunatus soli
Actinomycetota,phylum,201174,Microlunatus soli
Actinomycetes,class,1760,Microlunatus soli
Propionibacteriales,order,85009,Microlunatus soli
Propionibacteriaceae,family,31957,Microlunatus soli
Microlunatus,genus,29404,Microlunatus soli
Microlunatus soli,species,630515,Microlunatus soli
cellular organisms,no rank,131567,Propionibacterium freudenreichii
Bacteria,superkingdom,2,Propionibacterium freudenreichii
Terrabacteria group,clade,1783272,Propionibacterium freudenreichii
Actinomycetota,phylum,201174,Propionibacterium freudenreichii
Actinomycetes,class,1760,Propionibacterium freudenreichii
Propionibacteriales,order,85009,Propionibacterium freudenreichii
Propionibacteriaceae,family,31957,Propionibacterium freudenreichii
Propionibacterium,genus,1743,Propionibacterium freudenreichii
Propionibacterium freudenreichii,species,1744,Propionibacterium freudenreichii
cellular organisms,no rank,131567,Auraticoccus monumenti
Bacteria,superkingdom,2,Auraticoccus monumenti
Terrabacteria group,clade,1783272,Auraticoccus monumenti
Actinomycetota,phylum,201174,Auraticoccus monumenti
Actinomycetes,class,1760,Auraticoccus monumenti
Propionibacteriales,order,85009,Auraticoccus monumenti
Propionibacteriaceae,family,31957,Auraticoccus monumenti
Auraticoccus,genus,1278221,Auraticoccus monumenti
Auraticoccus monumenti,species,675864,Auraticoccus monumenti
cellular organisms,no rank,131567,Nocardioides sp. JS614
Bacteria,superkingdom,2,Nocardioides sp. JS614
Terrabacteria group,clade,1783272,Nocardioides sp. JS614
Actinomycetota,phylum,201174,Nocardioides sp. JS614
Actinomycetes,class,1760,Nocardioides sp. JS614
Propionibacteriales,order,85009,Nocardioides sp. JS614
Nocardioidaceae,family,85015,Nocardioides sp. JS614
Nocardioides,genus,1839,Nocardioides sp. JS614
unclassified Nocardioides,no rank,2615069,Nocardioides sp. JS614
Nocardioides sp. JS614,species,196162,Nocardioides sp. JS614
cellular organisms,no rank,131567,Nocardioides dokdonensis
Bacteria,superkingdom,2,Nocardioides dokdonensis
Terrabacteria group,clade,1783272,Nocardioides dokdonensis
Actinomycetota,phylum,201174,Nocardioides dokdonensis
Actinomycetes,class,1760,Nocardioides dokdonensis
Propionibacteriales,order,85009,Nocardioides dokdonensis
Nocardioidaceae,family,85015,Nocardioides dokdonensis
Nocardioides,genus,1839,Nocardioides dokdonensis
Nocardioides dokdonensis,species,450734,Nocardioides dokdonensis
cellular organisms,no rank,131567,Nocardioides sp. CF8
Bacteria,superkingdom,2,Nocardioides sp. CF8
Terrabacteria group,clade,1783272,Nocardioides sp. CF8
Actinomycetota,phylum,201174,Nocardioides sp. CF8
Actinomycetes,class,1760,Nocardioides sp. CF8
Propionibacteriales,order,85009,Nocardioides sp. CF8
Nocardioidaceae,family,85015,Nocardioides sp. CF8
Nocardioides,genus,1839,Nocardioides sp. CF8
unclassified Nocardioides,no rank,2615069,Nocardioides sp. CF8
Nocardioides sp. CF8,species,110319,Nocardioides sp. CF8
cellular organisms,no rank,131567,Nocardioides sp. 78
Bacteria,superkingdom,2,Nocardioides sp. 78
Terrabacteria group,clade,1783272,Nocardioides sp. 78
Actinomycetota,phylum,201174,Nocardioides sp. 78
Actinomycetes,class,1760,Nocardioides sp. 78
Propionibacteriales,order,85009,Nocardioides sp. 78
Nocardioidaceae,family,85015,Nocardioides sp. 78
Nocardioides,genus,1839,Nocardioides sp. 78
Nocardioides houyundeii,species,2045452,Nocardioides sp. 78
cellular organisms,no rank,131567,Actinopolymorpha singaporensis
Bacteria,superkingdom,2,Actinopolymorpha singaporensis
Terrabacteria group,clade,1783272,Actinopolymorpha singaporensis
Actinomycetota,phylum,201174,Actinopolymorpha singaporensis
Actinomycetes,class,1760,Actinopolymorpha singaporensis
Propionibacteriales,order,85009,Actinopolymorpha singaporensis
Actinopolymorphaceae,family,2805400,Actinopolymorpha singaporensis
Actinopolymorpha,genus,117156,Actinopolymorpha singaporensis
Actinopolymorpha singaporensis,species,117157,Actinopolymorpha singaporensis
cellular organisms,no rank,131567,Micropruina glycogenica
Bacteria,superkingdom,2,Micropruina glycogenica
Terrabacteria group,clade,1783272,Micropruina glycogenica
Actinomycetota,phylum,201174,Micropruina glycogenica
Actinomycetes,class,1760,Micropruina glycogenica
Propionibacteriales,order,85009,Micropruina glycogenica
Nocardioidaceae,family,85015,Micropruina glycogenica
Micropruina,genus,116071,Micropruina glycogenica
Micropruina glycogenica,species,75385,Micropruina glycogenica
cellular organisms,no rank,131567,Pimelobacter simplex
Bacteria,superkingdom,2,Pimelobacter simplex
Terrabacteria group,clade,1783272,Pimelobacter simplex
Actinomycetota,phylum,201174,Pimelobacter simplex
Actinomycetes,class,1760,Pimelobacter simplex
Propionibacteriales,order,85009,Pimelobacter simplex
Nocardioidaceae,family,85015,Pimelobacter simplex
Pimelobacter,genus,2044,Pimelobacter simplex
Pimelobacter simplex,species,2045,Pimelobacter simplex
cellular organisms,no rank,131567,Marmoricola scoriae
Bacteria,superkingdom,2,Marmoricola scoriae
Terrabacteria group,clade,1783272,Marmoricola scoriae
Actinomycetota,phylum,201174,Marmoricola scoriae
Actinomycetes,class,1760,Marmoricola scoriae
Propionibacteriales,order,85009,Marmoricola scoriae
Nocardioidaceae,family,85015,Marmoricola scoriae
Marmoricola,genus,86795,Marmoricola scoriae
Marmoricola scoriae,species,642780,Marmoricola scoriae
cellular organisms,no rank,131567,Actinoplanes sp. N902-109
Bacteria,superkingdom,2,Actinoplanes sp. N902-109
Terrabacteria group,clade,1783272,Actinoplanes sp. N902-109
Actinomycetota,phylum,201174,Actinoplanes sp. N902-109
Actinomycetes,class,1760,Actinoplanes sp. N902-109
Micromonosporales,order,85008,Actinoplanes sp. N902-109
Micromonosporaceae,family,28056,Actinoplanes sp. N902-109
Actinoplanes,genus,1865,Actinoplanes sp. N902-109
unclassified Actinoplanes,no rank,2626549,Actinoplanes sp. N902-109
Actinoplanes sp. N902-109,species,649831,Actinoplanes sp. N902-109
cellular organisms,no rank,131567,Bifidobacterium adolescentis
Bacteria,superkingdom,2,Bifidobacterium adolescentis
Terrabacteria group,clade,1783272,Bifidobacterium adolescentis
Actinomycetota,phylum,201174,Bifidobacterium adolescentis
Actinomycetes,class,1760,Bifidobacterium adolescentis
Bifidobacteriales,order,85004,Bifidobacterium adolescentis
Bifidobacteriaceae,family,31953,Bifidobacterium adolescentis
Bifidobacterium,genus,1678,Bifidobacterium adolescentis
Bifidobacterium adolescentis,species,1680,Bifidobacterium adolescentis
cellular organisms,no rank,131567,Bifidobacterium longum
Bacteria,superkingdom,2,Bifidobacterium longum
Terrabacteria group,clade,1783272,Bifidobacterium longum
Actinomycetota,phylum,201174,Bifidobacterium longum
Actinomycetes,class,1760,Bifidobacterium longum
Bifidobacteriales,order,85004,Bifidobacterium longum
Bifidobacteriaceae,family,31953,Bifidobacterium longum
Bifidobacterium,genus,1678,Bifidobacterium longum
Bifidobacterium longum,species,216816,Bifidobacterium longum
cellular organisms,no rank,131567,Bifidobacterium animalis
Bacteria,superkingdom,2,Bifidobacterium animalis
Terrabacteria group,clade,1783272,Bifidobacterium animalis
Actinomycetota,phylum,201174,Bifidobacterium animalis
Actinomycetes,class,1760,Bifidobacterium animalis
Bifidobacteriales,order,85004,Bifidobacterium animalis
Bifidobacteriaceae,family,31953,Bifidobacterium animalis
Bifidobacterium,genus,1678,Bifidobacterium animalis
Bifidobacterium animalis,species,28025,Bifidobacterium animalis
cellular organisms,no rank,131567,Actinomyces oris
Bacteria,superkingdom,2,Actinomyces oris
Terrabacteria group,clade,1783272,Actinomyces oris
Actinomycetota,phylum,201174,Actinomyces oris
Actinomycetes,class,1760,Actinomyces oris
Actinomycetales,order,2037,Actinomyces oris
Actinomycetaceae,family,2049,Actinomyces oris
Actinomyces,genus,1654,Actinomyces oris
Actinomyces oris,species,544580,Actinomyces oris
cellular organisms,no rank,131567,Actinomyces meyeri
Bacteria,superkingdom,2,Actinomyces meyeri
Terrabacteria group,clade,1783272,Actinomyces meyeri
Actinomycetota,phylum,201174,Actinomyces meyeri
Actinomycetes,class,1760,Actinomyces meyeri
Actinomycetales,order,2037,Actinomyces meyeri
Actinomycetaceae,family,2049,Actinomyces meyeri
Schaalia,genus,2529408,Actinomyces meyeri
Schaalia meyeri,species,52773,Actinomyces meyeri
cellular organisms,no rank,131567,Mobiluncus curtisii
Bacteria,superkingdom,2,Mobiluncus curtisii
Terrabacteria group,clade,1783272,Mobiluncus curtisii
Actinomycetota,phylum,201174,Mobiluncus curtisii
Actinomycetes,class,1760,Mobiluncus curtisii
Actinomycetales,order,2037,Mobiluncus curtisii
Actinomycetaceae,family,2049,Mobiluncus curtisii
Mobiluncus,genus,2050,Mobiluncus curtisii
Mobiluncus curtisii,species,2051,Mobiluncus curtisii
cellular organisms,no rank,131567,Saccharopolyspora erythraea
Bacteria,superkingdom,2,Saccharopolyspora erythraea
Terrabacteria group,clade,1783272,Saccharopolyspora erythraea
Actinomycetota,phylum,201174,Saccharopolyspora erythraea
Actinomycetes,class,1760,Saccharopolyspora erythraea
Pseudonocardiales,order,85010,Saccharopolyspora erythraea
Pseudonocardiaceae,family,2070,Saccharopolyspora erythraea
Saccharopolyspora,genus,1835,Saccharopolyspora erythraea
Saccharopolyspora erythraea,species,1836,Saccharopolyspora erythraea
cellular organisms,no rank,131567,Actinobacteria bacterium IMCC26256
Bacteria,superkingdom,2,Actinobacteria bacterium IMCC26256
Terrabacteria group,clade,1783272,Actinobacteria bacterium IMCC26256
Actinomycetota,phylum,201174,Actinobacteria bacterium IMCC26256
Actinomycetes,class,1760,Actinobacteria bacterium IMCC26256
unclassified Actinomycetes,no rank,52018,Actinobacteria bacterium IMCC26256
Actinobacteria bacterium IMCC26256,species,1650658,Actinobacteria bacterium IMCC26256
cellular organisms,no rank,131567,Nonomuraea sp. ATCC 55076
Bacteria,superkingdom,2,Nonomuraea sp. ATCC 55076
